Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_8.txt,12.4115,883,782
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_9.txt,12.2395,871,773
adapted_instanceLarge408_m=4_n=100_l=30_c=20_s=2_10.txt,9.14031,867,775
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_1.txt,9.44314,817,734
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_2.txt,9.28224,816,731
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_3.txt,12.6395,810,735
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_4.txt,12.3917,812,725
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_5.txt,12.6089,820,727
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_6.txt,9.58189,825,744
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_7.txt,15.4729,830,720
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_8.txt,12.0706,798,708
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_9.txt,18.7246,804,724
adapted_instanceLarge410_m=4_n=100_l=30_c=20_s=1_10.txt,15.6344,802,718
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_1.txt,9.25715,779,699
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_2.txt,12.6821,791,691
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_3.txt,12.5736,769,693
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_4.txt,15.3634,780,688
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_5.txt,12.493,778,688
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_6.txt,12.1378,774,678
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_7.txt,12.4828,786,689
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_8.txt,16.0319,774,699
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_9.txt,9.43013,764,677
adapted_instanceLarge412_m=4_n=100_l=30_c=20_s=0_10.txt,12.4226,766,688
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_1.txt,15.4192,820,720
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_2.txt,12.5493,821,720
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_3.txt,15.3419,806,696
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_4.txt,9.30627,819,722
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_5.txt,12.5695,830,727
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_6.txt,18.5135,816,713
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_7.txt,12.4027,813,719
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_8.txt,12.3408,826,734
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_9.txt,15.416,809,716
adapted_instanceLarge414_m=4_n=100_l=30_c=20_s=2_10.txt,15.254,833,720
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_1.txt,12.3265,795,719
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_2.txt,15.3149,807,710
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_3.txt,12.3068,786,717
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_4.txt,18.4674,813,708
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_5.txt,12.5532,805,714
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_6.txt,9.31352,802,717
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_7.txt,9.49481,818,727
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_8.txt,15.2534,808,706
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_9.txt,11.9918,808,710
adapted_instanceLarge416_m=4_n=100_l=30_c=20_s=1_10.txt,12.3321,803,714
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_1.txt,9.3227,841,752
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_2.txt,15.2486,844,742
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_3.txt,12.3032,850,746
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_4.txt,12.6177,855,760
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_5.txt,12.6261,830,747
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_6.txt,15.5,840,748
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_7.txt,15.5227,844,748
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_8.txt,15.316,837,734
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_9.txt,15.1236,856,737
adapted_instanceLarge418_m=4_n=100_l=30_c=20_s=0_10.txt,9.29451,851,746
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_1.txt,9.34387,832,745
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_2.txt,12.4108,837,757
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_3.txt,12.2501,857,741
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_4.txt,12.5265,862,743
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_5.txt,12.2655,846,734
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_6.txt,15.4477,851,746
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_7.txt,12.5101,853,745
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_8.txt,12.1865,858,744
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_9.txt,9.16162,828,742
adapted_instanceLarge420_m=4_n=100_l=30_c=20_s=2_10.txt,12.6973,833,753
adapted_instanceLarge422_m=4_n=100_l=40_c=20_s=1_1.txt,16.5001,648,578
